year,tite,url,author,theme
1994,Dusting,/poetsorg/poem/dusting,Marilyn Nelson,Gratitude
1992,Wildwood Flower,/poetsorg/poem/wildwood-flower,Kathryn Stripling Byer,Gratitude
1966,Those Winter Sundays,/poetsorg/poem/those-winter-sundays,Robert Hayden,Gratitude
1914,For the Fallen,/poetsorg/poem/fallen,Laurence Binyon,Gratitude
1908,The Thanksgivings,/poetsorg/poem/thanksgivings,Harriet Maxwell Converse,Gratitude
1866,The Triumph of Time,/poetsorg/poem/triumph-time,Algernon Charles Swinburne,Gratitude
1988,Thanks,/poetsorg/poem/thanks,W. S. Merwin,Gratitude
1917,Lift Every Voice and Sing,/poetsorg/poem/lift-every-voice-and-sing,James Weldon Johnson,Gratitude
1914,The Giver of Stars,/poetsorg/poem/giver-stars,Amy Lowell,Gratitude
1867,To Shakespeare,/poetsorg/poem/shakespeare-0,Frances Anne Kemble,Gratitude
1864,Rabbi Ben Ezra,/poetsorg/poem/rabbi-ben-ezra,Robert Browning,Gratitude
2017,Morning Voices,/poetsorg/poem/morning-voices,Ed Falco,Grief
2014,The Widower,/poetsorg/poem/widower,Hafizah Geter,Grief
2017,After Hours,/poetsorg/poem/after-hours,Howard Altmann,Grief
1921,Enigma,/poetsorg/poem/enigma,Leonora Speyer,Grief
2017,from Notes on the Shape of Absence,/poetsorg/poem/notes-shape-absence,Celina Su,Grief
2017,We Named You Mercy,/poetsorg/poem/we-named-you-mercy,Amanda Johnston,Grief
2016,Objectophile,/poetsorg/poem/objectophile,sam sax,Grief
2015,Meadow with Hoarfrost,/poetsorg/poem/meadow-hoarfrost,Claire McQuerry,Grief
2017,Narrow Flame,/poetsorg/poem/narrow-flame-0,Linda Gregerson,Grief
2017,On Emotion,/poetsorg/poem/emotion,Jennifer Chang,Grief
2017,Or,/poetsorg/poem/or,Sally Van Doren,Grief
2017,Past Barabbas,/poetsorg/poem/past-barabbas,Roger Reeves,Grief
1921,Dirge,/poetsorg/poem/dirge-0,Edna St. Vincent Millay,Grief
1916,The End,/poetsorg/poem/end-1,D. H. Lawrence,Grief
1916,Brooding Grief,/poetsorg/poem/brooding-grief-0,D. H. Lawrence,Grief
2014,Ritual for Ash,/poetsorg/poem/ritual-ash,Cindy Williams Gutiérrez,Grief
1921,Lament,/poetsorg/poem/lament-0,Edna St. Vincent Millay,Grief
2015,Releasing the Birds,/poetsorg/poem/releasing-birds,Cathie Sandstrom,Grief
1916,The Bride,/poetsorg/poem/bride,D. H. Lawrence,Grief
2017,From a Park Bench,/poetsorg/poem/park-bench,Patricia Hooper,Grief
2017,Insomnolence,/poetsorg/poem/insomnolence,Charles Rafferty,Grief
1844,Sonnet V ,/poetsorg/poem/sonnet-v-0,Elizabeth Barrett Browning,Grief
1982,The courage that my mother had ,/poetsorg/poem/courage-my-mother-had,Edna St. Vincent Millay,Grief
2017,from Please Bury Me in This [In the museum of sadness...],/poetsorg/poem/please-bury-me-museum-sadness,Allison Benis White,Grief
2016,Glacier National Park and the Elegy,/poetsorg/poem/glacier-national-park-and-elegy-0,Prageeta Sharma,Grief
1916,Loss,/poetsorg/poem/loss-0,H. D.,Grief
1892,Vigil Strange I Kept on the Field One Night,/poetsorg/poem/vigil-strange-i-kept-field-one-night,Walt Whitman,Grief
2017,Under Stars,/poetsorg/poem/under-stars,Dorianne Laux,Grief
2017,The Day After My Father’s Death,/poetsorg/poem/day-after-my-fathers-death,Bill Knott,Grief
2006,It Was Like This: You Were Happy,/poetsorg/poem/it-was-you-were-happy,Jane Hirshfield,Grief
2016,Negative Theology,/poetsorg/poem/negative-theology,Melissa Range,Grief
1990,Spilled Sugar,/poetsorg/poem/spilled-sugar,Thylias Moss,Grief
2016,René Descartes and the Clockwork Girl,/poetsorg/poem/rene-descartes-and-clockwork-girl,Kathryn Nuernberger ,Grief
2016,The Lost Woods as Elegy for Black Childhood,/poetsorg/poem/lost-woods-elegy-black-childhood,Derrick Austin,Grief
1980,Wait,/poetsorg/poem/wait,Galway Kinnell,Grief
2016,Bliss and Grief,/poetsorg/poem/bliss-and-grief,Marie Ponsot,Grief
2016,"Build, Now, a Monument",/poetsorg/poem/build-now-monument,Matthew Olzmann,Grief
2016,Blackacre,/poetsorg/poem/blackacre,Monica Youn,Grief
2016,Echolocation,/poetsorg/poem/echolocation,Sally Bliumis-Dunn,Grief
1928,Dirge Without Music,/poetsorg/poem/dirge-without-music,Edna St. Vincent Millay,Grief
2016,Grief ,/poetsorg/poem/grief,Elizabeth Barrett Browning,Grief
2015,In Two Seconds,/poetsorg/poem/two-seconds,Mark Doty,Grief
2015,One Week Later in the Strange,/poetsorg/poem/one-week-later-strange,Elizabeth Alexander,Grief
2013,Air Empathy,/poetsorg/poem/air-empathy,Jeffrey McDaniel,Grief
2016,Persistence of Vision: Televised Confession,/poetsorg/poem/persistence-vision-televised-confession,Solmaz Sharif,Grief
1977,Elegy for a Dead Labrador,/poetsorg/poem/elegy-dead-labrador,Lars Gustafsson,Grief
2010,Autumn Passage,/poetsorg/poem/autumn-passage,Elizabeth Alexander,Grief
2014,Nocturne: Beheaded,/poetsorg/poem/nocturne-beheaded,Saeed Jones ,Grief
2010,14 haiku,/poetsorg/poem/14-haiku,Sonia Sanchez,Grief
2016,Dum Spiro Spero,/poetsorg/poem/dum-spiro-spero,Erin Belieu,Grief
2015,Reading to My Father,/poetsorg/poem/reading-my-father,Jorie Graham,Grief
1848,On the Death of Emily Jane Brontë,/poetsorg/poem/death-emily-jane-bront%C3%AB,Charlotte Brontë,Grief
2016,Larrea,/poetsorg/poem/larrea,Louise Mathias,Grief
2015,Gentle Collisions ,/poetsorg/poem/gentle-collisions,Tara Betts,Grief
2015,Nohemi — a Song for Paris,/poetsorg/poem/nohemi-%E2%80%94-song-paris,Juan Felipe Herrera,Grief
1849,On the Death of Anne Brontë,/poetsorg/poem/death-anne-bront%C3%AB,Charlotte Brontë,Grief
1981,Remnants,/poetsorg/poem/remnants,Jim Handlin,Grief
2016,The Cry,/poetsorg/poem/cry,Paisley Rekdal,Grief
2015,All the Names We Will Not Know,/poetsorg/poem/all-names-we-will-not-know,Naomi Shihab Nye,Grief
2015,The Needs of the Many ,/poetsorg/poem/needs-many,Brendan Constantine,Grief
2015,Did You See the Sky,/poetsorg/poem/did-you-see-sky,Rachel Jamison Webster,Grief
2015,More Stones,/poetsorg/poem/more-stones,Andrea Cohen,Grief
2015,Ever,/poetsorg/poem/ever,Meghan O'Rourke,Grief
1917,He Prefers Her Earthly,/poetsorg/poem/he-prefers-her-earthly,Thomas Hardy,Grief
2015,Grief Work,/poetsorg/poem/grief-work,Natalie Diaz,Grief
2015,Patsy Cline,/poetsorg/poem/patsy-cline,Jennifer Chang,Grief
2015,The Sadness of Clothes,/poetsorg/poem/sadness-clothes,Emily Fragos,Grief
2015,Rooms Remembered,/poetsorg/poem/rooms-remembered,Laure-Anne Bosselaar,Grief
2014,Reading a Science Article on the Airplane to JFK,/poetsorg/poem/reading-science-article-airplane-jfk,Bianca Stone,Grief
2014,My Deepest Condiments ,/poetsorg/poem/my-deepest-condiments,Taylor Mali,Grief
2015,Agnostic Front,/poetsorg/poem/agnostic-front,Sjohnna McCray,Grief
2015,Succession,/poetsorg/poem/succession,Jeffrey Brown,Grief
2015,Pastoral,/poetsorg/poem/pastoral-2,David Baker,Grief
2014,These Days,/poetsorg/poem/these-days,Matthew Thorburn,Grief
2014,The sun rears,/poetsorg/poem/sun-rears,Jennifer Bartlett,Grief
2014,bible belted: math,/poetsorg/poem/bible-belted-math,Quraysh Ali Lansana,Grief
2015,The Call,/poetsorg/poem/call,C. Dale Young,Grief
2014,My Mother Sent Me ,/poetsorg/poem/my-mother-sent-me,Michael Meyerhofer,Grief
2014,In the Absence of Sparrows,/poetsorg/poem/absence-sparrows,Daniel Johnson,Grief
2014,Flight 214,/poetsorg/poem/flight-214,Sally Bliumis-Dunn,Grief
2014,Were They Hands Would They Flower,/poetsorg/poem/were-they-hands-would-they-flower,Rob Schlegel,Grief
2014,Brokeheart: Just like that,/poetsorg/poem/brokeheart-just,Patrick Rosal,Grief
2013,Tigers,/poetsorg/poem/tigers,Melissa Ginsburg,Grief
1908,"""My True Love Hath My Heart and I Have His""",/poetsorg/poem/my-true-love-hath-my-heart-and-i-have-his,Mary Elizabeth Coleridge,Grief
2012,Day of Grief,/poetsorg/poem/day-grief,Gerald Stern,Grief
2014,Grief Puppet,/poetsorg/poem/grief-puppet,Sandra Beasley,Grief
2014,Token Loss,/poetsorg/poem/token-loss,Kay Ryan,Grief
2013,Cruel Cogito,/poetsorg/poem/cruel-cogito,Ken Chen,Grief
2012,Two Minus One,/poetsorg/poem/two-minus-one,Gregory Sherl,Grief
2012,Elegy for my husband,/poetsorg/poem/elegy-my-husband,Toi Derricotte,Grief
2012,A Horse Grazes in My Shadow,/poetsorg/poem/horse-grazes-my-shadow,Matt Rasmussen,Grief
2012,Willow,/poetsorg/poem/willow,Jane Shore,Grief
2011,That This,/poetsorg/poem/that-this,Susan Howe,Grief
2011,Eulogy,/poetsorg/poem/eulogy,Kevin Young,Grief
2010,I Can Afford Neither the Rain,/poetsorg/poem/i-can-afford-neither-rain,Holly Iglesias,Grief
2012,Pretty Polly,/poetsorg/poem/pretty-polly,Jane Springer,Grief
2011,Before,/poetsorg/poem/before-0,Carl Adamshick,Grief
2011,The Not Tale (Funeral),/poetsorg/poem/not-tale-funeral,Caroline Bergvall,Grief
2010,Quiet Mourning,/poetsorg/poem/quiet-mourning,Laura Moriarty,Grief
2010,Breaking Across Us Now,/poetsorg/poem/breaking-across-us-now,Katie Ford,Grief
2010,The Gaffe,/poetsorg/poem/gaffe,C. K. Williams,Grief
2010,Poem for Jack Spicer,/poetsorg/poem/poem-jack-spicer,Matthew Zapruder,Grief
2010,Meeting with My Father in the Orchard,/poetsorg/poem/meeting-my-father-orchard,Homero Aridjis,Grief
2008,Assault to Abjury,/poetsorg/poem/assault-abjury,Raymond McDaniel,Grief
2007,Stillbirth,/poetsorg/poem/stillbirth,Laure-Anne Bosselaar,Grief
2010,A New Law,/poetsorg/poem/new-law,Greg Delanty,Grief
2010,September Elegies,/poetsorg/poem/september-elegies,Randall Mann,Grief
2009,"I Pack Her Suitcase with Sticks, Light the Tinder, and Shut the Lid",/poetsorg/poem/i-pack-her-suitcase-sticks-light-tinder-and-shut-lid,Rob Schlegel,Grief
2008,"Dear Lonely Animal,",/poetsorg/poem/dear-lonely-animal,Oni Buchanan,Grief
2005,Hum,/poetsorg/poem/hum,Ann Lauterbach,Grief
2004,To. . .,/poetsorg/poem/to,Rene Char,Grief
2003,The Dead,/poetsorg/poem/dead-0,Joan Aleshire,Grief
1995,The Words Under the Words,/poetsorg/poem/words-under-words,Naomi Shihab Nye,Grief
1993,To My Brother Miguel in memoriam,/poetsorg/poem/my-brother-miguel-memoriam,César Vallejo,Grief
1990,The Hour and What Is Dead,/poetsorg/poem/hour-and-what-dead,Li-Young Lee,Grief
2003,Alabanza: In Praise of Local 100,/poetsorg/poem/alabanza-praise-local-100,Martín Espada,Grief
1998,My Father on His Shield,/poetsorg/poem/my-father-his-shield,Walt McDonald,Grief
1993,Fairbanks Under the Solstice,/poetsorg/poem/fairbanks-under-solstice,John Haines,Grief
1991,The Portrait,/poetsorg/poem/portrait,Stanley Kunitz,Grief
1988,Facing It,/poetsorg/poem/facing-it,Yusef Komunyakaa,Grief
1987,Curtains,/poetsorg/poem/curtains,Ruth Stone,Grief
1973,In Memory of M. B.,/poetsorg/poem/memory-m-b,Anna Akhmatova,Grief
1951,I measure every Grief I meet (561),/poetsorg/poem/i-measure-every-grief-i-meet-561,Emily Dickinson,Grief
1922,The Widow's Lament in Springtime,/poetsorg/poem/widows-lament-springtime,William Carlos Williams,Grief
1921,"Easter, 1916",/poetsorg/poem/easter-1916,W. B. Yeats,Grief
1977,Memorial Day for the War Dead,/poetsorg/poem/memorial-day-war-dead,Yehuda Amichai,Grief
1969,The Song of Despair,/poetsorg/poem/song-despair,Pablo Neruda,Grief
1940,"September 1, 1939",/poetsorg/poem/september-1-1939,W. H. Auden,Grief
1922,"December, 1919",/poetsorg/poem/december-1919,Claude McKay,Grief
1920,To W.C.W. M.D.,/poetsorg/poem/wcw-md,Alfred Kreymborg,Grief
1920,The Second Coming,/poetsorg/poem/second-coming,W. B. Yeats,Grief
1915,In Flanders Fields,/poetsorg/poem/flanders-fields,John McCrae,Grief
1900,In Louisiana,/poetsorg/poem/louisiana,Albert Bigelow Paine,Grief
1889,The Stolen Child,/poetsorg/poem/stolen-child,W. B. Yeats,Grief
1862,"Song [""When I am dead, my dearest""]",/poetsorg/poem/song-when-i-am-dead-my-dearest,Christina Rossetti,Grief
1916,Home Burial,/poetsorg/poem/home-burial,Robert Frost,Grief
1914,I Found Her Out There,/poetsorg/poem/i-found-her-out-there,Thomas Hardy,Grief
1897,Richard Cory,/poetsorg/poem/richard-cory,Edwin Arlington Robinson,Grief
2015,Consolation,/poetsorg/poem/consolation,Robert Louis Stevenson,Grief
2015,If I should die (54),/poetsorg/poem/if-i-should-die-54,Emily Dickinson,Grief
1853,Requiescat,/poetsorg/poem/requiescat,Matthew Arnold,Grief
1821,"Adonais, 49-52, [Go thou to Rome]",/poetsorg/poem/adonais-49-52-go-thou-rome,Percy Bysshe Shelley,Grief
1815,XXIX [Surprised by joy—impatient as the Wind],/poetsorg/poem/xxix-surprised-joy-impatient-wind,William Wordsworth,Grief
1658,On His Deceased Wife,/poetsorg/poem/his-deceased-wife,John Milton,Grief
1603,"Hamlet, Act III, Scene I [To be, or not to be]",/poetsorg/poem/hamlet-act-iii-scene-i-be-or-not-be,William Shakespeare,Grief
1847,"Tears, Idle Tears",/poetsorg/poem/tears-idle-tears,Alfred Lord Tennyson,Grief
1818,Ozymandias,/poetsorg/poem/ozymandias,Percy Bysshe Shelley,Grief
1806,Rose Aylmer,/poetsorg/poem/rose-aylmer,Walter Savage Landor,Grief
1638,Lycidas,/poetsorg/poem/lycidas,John Milton,Grief
2016,Long Night Full Moon,/poetsorg/poem/long-night-full-moon,D. A. Powell,Gun Violence
2016,Letter Beginning with Two Lines by Czesław Miłosz,/poetsorg/poem/letter-beginning-two-lines-czeslaw-milosz,Matthew Olzmann,Gun Violence
2015,Hands,/poetsorg/poem/hands-0,Safiya Sinclair,Gun Violence
2014,Imagine ,/poetsorg/poem/imagine,Kamilah Aisha Moon,Gun Violence
2011,The Woods in Concord,/poetsorg/poem/woods-concord,Seth Abramson,Gun Violence
2016,Skit: Sun Ra Welcomes the Fallen,/poetsorg/poem/skit-sun-ra-welcomes-fallen,Ruth Ellen Kocher,Gun Violence
2015,You Make the Culture,/poetsorg/poem/you-make-culture,Amy King,Gun Violence
2014,Black Horizons,/poetsorg/poem/black-horizons,Carl Sandburg,Gun Violence
2013,26,/poetsorg/poem/26,Rachel Eliza Griffiths,Gun Violence
2010,Trigger Guard,/poetsorg/poem/trigger-guard,Joanna Fuhrman,Gun Violence
2010,Another Elegy,/poetsorg/poem/another-elegy,Jericho Brown,Gun Violence
2010,Shahid Reads His Own Palm,/poetsorg/poem/shahid-reads-his-own-palm,Reginald Dwayne Betts,Gun Violence
2004,Looking for Omar,/poetsorg/poem/looking-omar,E. Ethelbert Miller,Gun Violence
1920,Anthem for Doomed Youth,/poetsorg/poem/anthem-doomed-youth,Wilfred Owen,Gun Violence
2010,"Confessions: My Father, Hummingbirds, and Frantz Fanon",/poetsorg/poem/confessions-my-father-hummingbirds-and-frantz-fanon,Benjamin Alire Sáenz,Gun Violence
2007,Rambling,/poetsorg/poem/rambling,Afaa Michael Weaver,Gun Violence
1994,Will V-Day Be Me-Day Too?,/poetsorg/poem/will-v-day-be-me-day-too,Langston Hughes,Gun Violence
2017,Pathetic Fallacy,/poetsorg/poem/pathetic-fallacy,Emilia Phillips,Happiness
2006,It Was Like This: You Were Happy,/poetsorg/poem/it-was-you-were-happy,Jane Hirshfield,Happiness
2016,Bliss and Grief,/poetsorg/poem/bliss-and-grief,Marie Ponsot,Happiness
2016,Schuyler today and the students,/poetsorg/poem/schuyler-today-and-students,Kate Angus,Happiness
2006,"For the Graduation [Bolinas, 1973]",/poetsorg/poem/graduation-bolinas-1973,Robert Creeley,Happiness
2017,"A Face, a Cup",/poetsorg/poem/face-cup,Molly Peacock,Happiness
2016,Song,/poetsorg/poem/song-7,Paul Carroll,Happiness
2016,The Laughing Child,/poetsorg/poem/laughing-child,W. S. Merwin,Happiness
2016,Blessings,/poetsorg/poem/blessings,Jay Parini,Happiness
2006,"For the Graduation [Bolinas, 1972]",/poetsorg/poem/graduation-bolinas-1972,Robert Creeley,Happiness
1993,Ode to My Socks,/poetsorg/poem/ode-my-socks,Pablo Neruda,Happiness
1987,Double Exposure,/poetsorg/poem/double-exposure,May Swenson,Happiness
2013,Memoir,/poetsorg/poem/memoir,Vijay Seshadri,Happiness
1878,Holidays,/poetsorg/poem/holidays,Henry Wadsworth Longfellow,Happiness
1845,Cheerfulness Taught by Reason,/poetsorg/poem/cheerfulness-taught-reason,Elizabeth Barrett Browning,Happiness
2012,Their Secret Was,/poetsorg/poem/their-secret-was,Jalal al-Din Rumi,Happiness
1995,So Much Happiness,/poetsorg/poem/so-much-happiness,Naomi Shihab Nye,Happiness
1998,"The Dogs at Live Oak Beach, Santa Cruz",/poetsorg/poem/dogs-live-oak-beach-santa-cruz,Alicia Ostriker,Happiness
1922,Morning Joy,/poetsorg/poem/morning-joy,Claude McKay,Happiness
2015,Darling Coffee,/poetsorg/poem/darling-coffee,Meena Alexander,Happiness
2015,Another of the Happiness Poems,/poetsorg/poem/another-happiness-poems,Peter Cooley,Happiness
2015,Happiness,/poetsorg/poem/happiness-1,Noelle Kocot,Happiness
2015,What Is ,/poetsorg/poem/what,Jeffrey Yang,Happiness
2014,Landscape with Happily Ever After,/poetsorg/poem/landscape-happily-ever-after,Lynn Melnick,Happiness
2013,Compassion IV,/poetsorg/poem/compassion-iv,Noelle Kocot,Happiness
1912,Leisure,/poetsorg/poem/leisure,Amy Lowell,Happiness
2015,I Am Alive in Los Angeles!,/poetsorg/poem/i-am-alive-los-angeles,Mike Sonksen,Happiness
2014,A Touch,/poetsorg/poem/touch,Rose McLarney,Happiness
2014,Funny Loss of Face,/poetsorg/poem/funny-loss-face,Brian Blanchfield,Happiness
2011,The Place Where in the End / We Find Our Happiness,/poetsorg/poem/place-where-end-we-find-our-happiness,Anne Boyer,Happiness
2011,Plural Happiness,/poetsorg/poem/plural-happiness,David Rivard,Happiness
2002,Couple Sharing a Peach,/poetsorg/poem/couple-sharing-peach,Molly Peacock,Happiness
1996,Mambo,/poetsorg/poem/mambo,Jaime Manrique,Happiness
1969,The Study of Happiness (audio only),/poetsorg/poem/study-happiness-audio-only,Kenneth Koch,Happiness
1922,Sonnet,/poetsorg/poem/sonnet-3,Alice Dunbar-Nelson,Happiness
2002,The Happiness,/poetsorg/poem/happiness,Jack Hirschman,Happiness
2001,Happiness,/poetsorg/poem/happiness-0,Jane Kenyon,Happiness
1990,Teodoro Luna's Two Kisses,/poetsorg/poem/teodoro-lunas-two-kisses,Alberto Ríos,Happiness
1922,Translation,/poetsorg/poem/translation-0,Anne Spencer,Happiness
1917,Afternoon on a Hill,/poetsorg/poem/afternoon-hill,Edna St. Vincent Millay,Happiness
1916,Wonder and Joy ,/poetsorg/poem/wonder-and-joy,Robinson Jeffers,Happiness
1807,[I wandered lonely as a Cloud],/poetsorg/poem/i-wandered-lonely-cloud,William Wordsworth,Happiness
,I Have a Rendezvous With Life,/poetsorg/poem/i-have-rendezvous-life,Countee Cullen,Happiness
1916,The End,/poetsorg/poem/end-1,D. H. Lawrence,Heartache
1916,Patience,/poetsorg/poem/patience-1,D. H. Lawrence,Heartache
2017,Lush Life,/poetsorg/poem/lush-life,Morgan Parker,Heartache
2015,Song of Some Ruins,/poetsorg/poem/song-some-ruins,Marilyn Krysl,Heartache
1846,The Captive Dove,/poetsorg/poem/captive-dove-0,Anne Brontë,Heartache
1916,A Winter's Tale,/poetsorg/poem/winters-tale,D. H. Lawrence,Heartache
2017,Lens,/poetsorg/poem/lens,Patricia Hooper,Heartache
2017,"Love Elegy in the Chinese Garden, with Koi",/poetsorg/poem/love-elegy-chinese-garden-koi,Nathan McClain,Heartache
1846,Appeal,/poetsorg/poem/appeal-0,Anne Brontë,Heartache
2016,The Symbolical Head (1883) as When Was the Last Time?,/poetsorg/poem/symbolical-head-1883-when-was-last-time,Kathryn Nuernberger ,Heartache
2016,Washington Mews,/poetsorg/poem/washington-mews,Rowan Ricardo Phillips,Heartache
2012,To Spring,/poetsorg/poem/spring-1,Roger Greenwald,Heartache
2013,Daisy Cutter,/poetsorg/poem/daisy-cutter,Camille T. Dungy,Heartache
2016,Skit: Sun Ra Welcomes the Fallen,/poetsorg/poem/skit-sun-ra-welcomes-fallen,Ruth Ellen Kocher,Heartache
2015,Counting Blessings,/poetsorg/poem/counting-blessings,Marilyn Nelson,Heartache
1980,Wait,/poetsorg/poem/wait,Galway Kinnell,Heartache
2015,Redbone Dances,/poetsorg/poem/redbone-dances,Mahogany L. Browne,Heartache
2015,"For love,",/poetsorg/poem/love-5,Jean Valentine,Heartache
2015,Elegy for My Mother's Ex-Boyfriend,/poetsorg/poem/elegy-my-mothers-ex-boyfriend,James Kimbrell,Heartache
2015,All the Names We Will Not Know,/poetsorg/poem/all-names-we-will-not-know,Naomi Shihab Nye,Heartache
2015,Let Everything Happen to You,/poetsorg/poem/let-everything-happen-you,Natalie Eilbert,Heartache
2015,Rooms Remembered,/poetsorg/poem/rooms-remembered,Laure-Anne Bosselaar,Heartache
1993,Spring 1931,/poetsorg/poem/spring-1931,Sam Cornish,Heartache
2014,Troubled Asset Relief,/poetsorg/poem/troubled-asset-relief,Robert Ostrom,Heartache
2014,Lithuania,/poetsorg/poem/lithuania,Phillis Levin,Heartache
2015,Are You Going to Stay?,/poetsorg/poem/are-you-going-stay,Thomas Meyer,Heartache
1912,Leisure,/poetsorg/poem/leisure,Amy Lowell,Heartache
2014,Our Never,/poetsorg/poem/our-never,Benjamin S. Grossberg,Heartache
2014,Prairie Dawn,/poetsorg/poem/prairie-dawn,Willa Cather,Heartache
2014,Our Many Never Endings,/poetsorg/poem/our-many-never-endings,Courtney Queeney,Heartache
2014,Brokeheart: Just like that,/poetsorg/poem/brokeheart-just,Patrick Rosal,Heartache
2014,Chorus of the Mothers-Griot,/poetsorg/poem/chorus-mothers-griot,Honorée Fanonne Jeffers,Heartache
2013,Conspiracy to Commit Larceny: A Recipe,/poetsorg/poem/conspiracy-commit-larceny-recipe,Jennifer Militello,Heartache
2013,They Were Not Kidding in the Fourteenth Century,/poetsorg/poem/they-were-not-kidding-fourteenth-century,Maureen N. McLane,Heartache
2013,Not,/poetsorg/poem/not,Sophie Cabot Black,Heartache
2014,Auld Lang Syne,/poetsorg/poem/auld-lang-syne-0,Jennifer L. Knox,Heartache
2013,Pleasure,/poetsorg/poem/pleasure,Katie Peterson,Heartache
2013,UTOPIA: Love as Free as a Fountain,/poetsorg/poem/utopia-love-free-fountain,Joe Hall,Heartache
2013,Prayer,/poetsorg/poem/prayer-2,Robert Glück,Heartache
2013,They Romp with Wooly Canines,/poetsorg/poem/they-romp-wooly-canines,Patricia Smith,Heartache
2013,My Love Sent Me a List,/poetsorg/poem/my-love-sent-me-list,Olena Kalytiak Davis,Heartache
2012,Amorosa Erranza,/poetsorg/poem/amorosa-erranza,Julian Talamantez Brolaski,Heartache
2011,Enemies,/poetsorg/poem/enemies,Dante Micheaux,Heartache
2011,[I Failed Him and He Failed Me],/poetsorg/poem/i-failed-him-and-he-failed-me,Katie Ford,Heartache
2011,I have lived in your face,/poetsorg/poem/i-have-lived-your-face,Jean Valentine,Heartache
2013,Sometimes with One I Love,/poetsorg/poem/sometimes-one-i-love,Walt Whitman,Heartache
2012,Web Prayer for Milosz,/poetsorg/poem/web-prayer-milosz,David Wojahn,Heartache
2011,This Deepening Takes Place Again,/poetsorg/poem/deepening-takes-place-again,Emily Kendal Frey,Heartache
2011,Demon and The Dove,/poetsorg/poem/demon-and-dove,Miguel Murphy,Heartache
2011,Love,/poetsorg/poem/love-1,Katy Lederer,Heartache
2011,Red and Blue Planets,/poetsorg/poem/red-and-blue-planets,Joni Wallace,Heartache
2010,Designer Kisses,/poetsorg/poem/designer-kisses,Major Jackson,Heartache
2010,Poetry Anonymous,/poetsorg/poem/poetry-anonymous,Prageeta Sharma,Heartache
2009,The Peace That So Lovingly Descends,/poetsorg/poem/peace-so-lovingly-descends,Noelle Kocot,Heartache
2003,Monologue for an Onion,/poetsorg/poem/monologue-onion,Suji Kwock Kim,Heartache
2010,Our Bed Is Also Green,/poetsorg/poem/our-bed-also-green,Josh Bell,Heartache
2010,Pericardium,/poetsorg/poem/pericardium,Joanna Klink,Heartache
2010,Airporter,/poetsorg/poem/airporter,Khaled Mattawa,Heartache
2007,Dregs,/poetsorg/poem/dregs,César Vallejo,Heartache
2001,This Was Once a Love Poem,/poetsorg/poem/was-once-love-poem,Jane Hirshfield,Heartache
1997,I'm a Fool to Love You,/poetsorg/poem/im-fool-love-you,Cornelius Eady,Heartache
1994,The Weary Blues,/poetsorg/poem/weary-blues,Langston Hughes,Heartache
1981,Her Kind,/poetsorg/poem/her-kind,Anne Sexton,Heartache
1960,The More Loving One,/poetsorg/poem/more-loving-one,W. H. Auden,Heartache
1956,Witch-Wife,/poetsorg/poem/witch-wife,Edna St. Vincent Millay,Heartache
1994,Talking to Patrizia,/poetsorg/poem/talking-patrizia,Kenneth Koch,Heartache
1987,Be Near Me,/poetsorg/poem/be-near-me,Faiz Ahmed Faiz,Heartache
1979,One Art,/poetsorg/poem/one-art,Elizabeth Bishop,Heartache
1956,"What lips my lips have kissed, and where, and why (Sonnet XLIII)",/poetsorg/poem/what-lips-my-lips-have-kissed-and-where-and-why-sonnet-xliii,Edna St. Vincent Millay,Heartache
1939,"He would not stay for me, and who can wonder",/poetsorg/poem/he-would-not-stay-me-and-who-can-wonder,A. E. Housman,Heartache
1925,To A Sea-Cliff,/poetsorg/poem/sea-cliff,Thomas Hardy,Heartache
1922,How Much?,/poetsorg/poem/how-much,Carl Sandburg,Heartache
1922,I know I am but summer to your heart (Sonnet XXVII),/poetsorg/poem/i-know-i-am-summer-your-heart-sonnet-xxvii,Edna St. Vincent Millay,Heartache
1921,Last Words to Miriam,/poetsorg/poem/last-words-miriam,D. H. Lawrence,Heartache
1920,"I shall forget you presently, my dear (Sonnet IV) ",/poetsorg/poem/i-shall-forget-you-presently-my-dear-sonnet-iv,Edna St. Vincent Millay,Heartache
1922,Summer Morn in New Hampshire,/poetsorg/poem/summer-morn-new-hampshire,Claude McKay,Heartache
1922,The Barrier,/poetsorg/poem/barrier,Claude McKay,Heartache
1922,The Unloved to His Beloved,/poetsorg/poem/unloved-his-beloved,William Alexander Percy,Heartache
1921,Passer Mortuus Est,/poetsorg/poem/passer-mortuus-est,Edna St. Vincent Millay,Heartache
1920,What Do I Care,/poetsorg/poem/what-do-i-care,Sara Teasdale,Heartache
1919,When You Are Old,/poetsorg/poem/when-you-are-old,W. B. Yeats,Heartache
1918,Old Wine,/poetsorg/poem/old-wine,Margaret Widdemer,Heartache
1917,Ashes of Life,/poetsorg/poem/ashes-life,Edna St. Vincent Millay,Heartache
1916,A Love Song,/poetsorg/poem/love-song,William Carlos Williams,Heartache
1914,The Giver of Stars,/poetsorg/poem/giver-stars,Amy Lowell,Heartache
1919,Opal,/poetsorg/poem/opal,Amy Lowell,Heartache
1917,I Am Not Yours,/poetsorg/poem/i-am-not-yours,Sara Teasdale,Heartache
1917,The Sea of Glass,/poetsorg/poem/sea-glass,Ezra Pound,Heartache
